DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
445904,11/29/1991,GRAND THEFT MOTOR VEHICLE,10/15/1992,MIAMI-DADE,9206346,5Y 0M 0D
445904,12/06/1991,1ST DG MUR/PREMED. OR ATT.,11/24/1993,MIAMI-DADE,9206089,DEATH SENTENCE
445904,12/06/1991,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,SENTENCED TO LIFE
445904,12/06/1991,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,SENTENCED TO LIFE
445904,12/06/1991,ROBB. GUN OR DEADLY WPN(ATTEMPTED),11/24/1993,MIAMI-DADE,9206089,15Y 0M 0D
445904,12/06/1991,GRAND THEFT MOTOR VEHICLE,11/24/1993,MIAMI-DADE,9206089,5Y 0M 0D
445904,12/06/1991,GRAND THEFT MOTOR VEHICLE,11/24/1993,MIAMI-DADE,9206089,5Y 0M 0D
445904,12/06/1991,THREATENS TO USE ANY FIREARM,11/24/1993,MIAMI-DADE,9206089,15Y 0M 0D
445904,01/03/1992,1ST DG MUR/PREMED. OR ATT.,10/11/1994,MIAMI-DADE,9202141,Sentence Concluded
445904,01/03/1992,ROBB. GUN OR DEADLY WPN,10/11/1994,MIAMI-DADE,9202141,SENTENCED TO LIFE
445904,01/03/1992,AGG ASSLT-W/WPN NO INTENT TO K,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
445904,01/03/1992,1ST DG MUR/PREMED. OR ATT.,11/24/1998,MIAMI-DADE,9202141,SENTENCED TO LIFE
123763,01/03/1992,1ST DG MUR/PREMED. OR ATT.,10/11/1994,MIAMI-DADE,9202141,DEATH SENTENCE
123763,01/03/1992,ROBB. GUN OR DEADLY WPN,10/11/1994,MIAMI-DADE,9202141,SENTENCED TO LIFE
123763,01/03/1992,AGG ASSLT-W/WPN NO INTENT TO K,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
123763,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
123763,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
123763,01/03/1992,GRAND THEFT MOTOR VEHICLE,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
123763,01/03/1992,BURGUNOCCSTRUC/CV OR ATT.,10/11/1994,MIAMI-DADE,9202141,5Y 0M 0D
962032,10/17/1992,1ST DG MUR/PREMED. OR ATT.,11/04/1994,BREVARD,9217795,
962032,10/17/1992,BURGLARY ASSAULT ANY PERSON,11/04/1994,BREVARD,9217795,SENTENCED TO LIFE
962032,10/17/1992,SEX BAT/ WPN. OR FORCE,11/04/1994,BREVARD,9217795,SENTENCED TO LIFE
962032,10/17/1992,KIDNAP;COMM.OR FAC.FELONY,11/04/1994,BREVARD,9217795,SENTENCED TO LIFE
962032,10/17/1994,ROBB. NO GUN/DDLY.WPN,11/04/1994,BREVARD,9217795,15Y 0M 0D
665786,07/03/1994,1ST DG MUR/PREMED. OR ATT.,03/03/1995,BROWARD,9411349,SENTENCED TO LIFE
665786,07/03/1994,ROBB. GUN OR DEADLY WPN,03/03/1995,BROWARD,9411349,14Y 0M 0D
665786,07/07/1994,TRAFF COC 200G-U/400 G,03/03/1995,BROWARD,9415548,14Y 0M 0D
665786,07/07/1994,POSS.CONTROL.SUBS/OTHER,03/03/1995,BROWARD,9415548,5Y 0M 0D
665786,09/22/2018,1ST DG MUR/PREMED. OR ATT.,11/24/2020,SANTA ROSA,1900526,DEATH SENTENCE
061360,05/01/1994,1ST DG MUR/PREMED. OR ATT.,06/02/1995,CLAY,9400537,DEATH SENTENCE
061360,05/01/1994,"BURGLARY,ARMED W/EXP. OR WEAPO",06/02/1995,CLAY,9400537,SENTENCED TO LIFE
061360,05/01/1994,AGG ASSLT-W/WPN NO INTENT TO K,06/02/1995,CLAY,9400537,10Y 0M 0D
061360,05/02/1994,1ST DG MUR/PREMED. OR ATT.,01/17/1996,PUTNAM,9501305,SENTENCED TO LIFE
123846,04/27/1994,ROBB. GUN OR DEADLY WPN,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123846,04/27/1994,KIDNAP;COMM.OR FAC.FELONY,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123846,04/27/1994,SEX BAT/ WPN. OR FORCE,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123846,04/27/1994,1ST DG MUR/PREMED. OR ATT.,06/12/1995,HAMILTON,9400150,DEATH SENTENCE
123847,04/27/1994,ROBB. GUN OR DEADLY WPN,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123847,04/27/1994,KIDNAP;COMM.OR FAC.FELONY,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123847,04/27/1994,SEX BAT/ WPN. OR FORCE,06/01/1995,HAMILTON,9400150,SENTENCED TO LIFE
123847,04/27/1994,1ST DG MUR/PREMED. OR ATT.,06/12/1995,HAMILTON,9400150,DEATH SENTENCE
379799,05/24/1994,BURGLARY ASSAULT ANY PERSON(ATTEMPTED),06/16/1995,COLLIER,9500850,30Y 0M 0D
379799,05/24/1994,SEX BAT/ WPN. OR FORCE(ATTEMPTED),06/16/1995,COLLIER,9500850,30Y 0M 0D
379799,05/24/1994,SEX BAT/ WPN. OR FORCE,06/16/1995,COLLIER,9500850,SENTENCED TO LIFE
379799,05/24/1994,SEX BAT/ WPN. OR FORCE,06/16/1995,COLLIER,9500850,SENTENCED TO LIFE
379799,05/24/1994,1ST DG MUR/PREMED. OR ATT.,06/16/1995,COLLIER,9500850,DEATH SENTENCE
026985,03/27/1994,1ST DG MUR/PREMED. OR ATT.,06/23/1995,ORANGE,9404667,DEATH SENTENCE
300807,12/09/1992,"1ST DEG MUR,COM.OF FELONY",07/18/1995,DUVAL,9213193,DEATH SENTENCE
300807,12/09/1992,AGGRAVATED CHILD ABUSE,07/18/1995,DUVAL,9213193,10Y 0M 0D
300807,12/09/1992,SEX BAT BY ADULT/VCTM LT 12,07/18/1995,DUVAL,9213193,SENTENCED TO LIFE
450307,02/14/1992,ROBB. GUN OR DEADLY WPN,05/24/1993,MIAMI-DADE,9210836,12Y 0M 0D
450307,02/14/1992,AGG BATTERY/W/DEADLY WEAPON,05/24/1993,MIAMI-DADE,9210836,12Y 0M 0D
450307,02/14/1992,"BURGLARY,ARMED W/EXP. OR WEAPO",05/24/1993,MIAMI-DADE,9210836,12Y 0M 0D
450307,03/17/1992,"1ST DEG MUR,COM.OF FELONY",08/02/1994,MIAMI-DADE,9209940,DEATH SENTENCE
450307,02/01/1992,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),08/02/1994,MIAMI-DADE,9209940,15Y 0M 0D
450307,03/17/1992,ROBB. GUN OR DEADLY WPN(ATTEMPTED),08/02/1994,MIAMI-DADE,9209940,15Y 0M 0D
450307,03/17/1992,BURGLARY ASSAULT ANY PERSON,08/02/1994,MIAMI-DADE,9209940,SENTENCED TO LIFE
450307,01/29/1992,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9210838,27Y 0M 0D
450307,01/29/1992,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9210838,27Y 0M 0D
450307,01/29/1992,AGG BATTERY/W/DEADLY WEAPON,06/08/1995,MIAMI-DADE,9210838,15Y 0M 0D
450307,01/29/1992,THREATENS TO USE ANY FIREARM,06/08/1995,MIAMI-DADE,9210838,15Y 0M 0D
450307,01/29/1992,POSS.FIREARM BY FELON,06/08/1995,MIAMI-DADE,9210838,15Y 0M 0D
450307,02/17/1992,BURGLARY ASSAULT ANY PERSON,06/08/1995,MIAMI-DADE,9215322,27Y 0M 0D
450307,02/17/1992,KIDNAP;COMM.OR FAC.FELONY,06/08/1995,MIAMI-DADE,9215322,27Y 0M 0D
450307,02/17/1992,KIDNAP;COMM.OR FAC.FELONY,06/08/1995,MIAMI-DADE,9215322,27Y 0M 0D
450307,02/17/1992,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9215322,27Y 0M 0D
450307,02/17/1992,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9215322,27Y 0M 0D
450307,02/17/1992,GRAND THEFT FIREARM,06/08/1995,MIAMI-DADE,9215322,5Y 0M 0D
450307,02/17/1992,GRAND THEFT FIREARM,06/08/1995,MIAMI-DADE,9215322,5Y 0M 0D
450307,08/01/1991,"BURGLARY,ARMED W/EXP. OR WEAPO",06/08/1995,MIAMI-DADE,9215618,27Y 0M 0D
450307,08/01/1991,KIDNAP;COMM.OR FAC.FELONY,06/08/1995,MIAMI-DADE,9215618,27Y 0M 0D
450307,08/01/1991,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9215618,27Y 0M 0D
450307,08/01/1991,AGG ASSLT-W/WPN NO INTENT TO K,06/08/1995,MIAMI-DADE,9215618,5Y 0M 0D
450307,08/01/1991,THREATENS TO USE ANY FIREARM,06/08/1995,MIAMI-DADE,9215618,15Y 0M 0D
450307,08/01/1991,POSS.FIREARM BY FELON,06/08/1995,MIAMI-DADE,9215618,15Y 0M 0D
450307,12/28/1991,ROBB. NO GUN/DDLY.WPN,06/08/1995,MIAMI-DADE,9215619,15Y 0M 0D
450307,12/28/1991,AGG BATTERY INTENDED HARM,06/08/1995,MIAMI-DADE,9215619,15Y 0M 0D
450307,03/10/1992,"BURGLARY,ARMED W/EXP. OR WEAPO",06/08/1995,MIAMI-DADE,9217816,27Y 0M 0D
450307,03/10/1992,ROBB. GUN OR DEADLY WPN,06/08/1995,MIAMI-DADE,9217816,27Y 0M 0D
450307,03/10/1992,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),06/08/1995,MIAMI-DADE,9217816,27Y 0M 0D
450307,03/10/1992,THREATENS TO USE ANY FIREARM,06/08/1995,MIAMI-DADE,9217816,15Y 0M 0D
450307,03/10/1992,POSS.FIREARM BY FELON,06/08/1995,MIAMI-DADE,9217816,15Y 0M 0D
969121,09/19/1993,"1ST DEG MUR,COM.OF FELONY",08/18/1995,SEMINOLE,9303237,DEATH SENTENCE
969121,09/19/1993,"1ST DEG MUR,COM.OF FELONY",08/18/1995,SEMINOLE,9303237,DEATH SENTENCE
969121,09/19/1993,KIDNAP;COMM.OR FAC.FELONY,08/18/1995,SEMINOLE,9303237,SENTENCED TO LIFE
969121,09/19/1993,AGGRAVATED CHILD ABUSE,08/18/1995,SEMINOLE,9303237,15Y 0M 0D
969121,09/19/1993,SEX BAT/ WPN. OR FORCE(ATTEMPTED),08/18/1995,SEMINOLE,9303237,15Y 0M 0D
969121,09/19/1993,"GRAND THEFT,$300 LESS &20,000",08/18/1995,SEMINOLE,9303237,5Y 0M 0D
969121,09/19/1993,GRAND THEFT MOTOR VEHICLE,08/18/1995,SEMINOLE,9303237,5Y 0M 0D
969121,06/28/1993,"BURGLARY,ARMED W/EXP. OR WEAPO",07/20/1994,SEMINOLE,9303499,3Y 6M 0D
969121,06/28/1993,GRAND THEFT FIREARM,07/20/1994,SEMINOLE,9303499,3Y 6M 0D
969121,06/28/1993,GRAND THEFT FIREARM,07/20/1994,SEMINOLE,9303499,3Y 6M 0D
969121,06/28/1993,GRAND THEFT FIREARM,07/20/1994,SEMINOLE,9303499,3Y 6M 0D
969121,09/19/1993,SEX BAT BY ADULT/VCTM LT 12,07/20/1994,SEMINOLE,9304019,SENTENCED TO LIFE
969121,09/19/1993,SEX BAT BY ADULT/VCTM LT 12,07/20/1994,SEMINOLE,9304019,SENTENCED TO LIFE
990054,06/07/1994,BATT.LEO/FIRFGT/EMS/ETC.,06/08/1995,VOLUSIA,9432924,1Y 8M 0D
990054,09/11/1994,ESCAPE,06/08/1995,VOLUSIA,9435796,1Y 8M 0D
990054,12/19/1994,ROBB. GUN OR DEADLY WPN,09/06/1995,VOLUSIA,9436369,SENTENCED TO LIFE
990054,12/19/1994,AGG BATTERY/W/DEADLY WEAPON,09/06/1995,VOLUSIA,9436369,30Y 0M 0D
990054,11/24/1994,1ST DG MUR/PREMED. OR ATT.,09/06/1995,VOLUSIA,9436370,SENTENCED TO LIFE
990054,03/18/2012,1ST DG MUR/PREMED. OR ATT.,08/02/2013,COLUMBIA,1200312,
990054,03/18/2012,FELONY BATTERY,08/02/2013,COLUMBIA,1200312,5Y 0M 0D
990054,03/18/2012,CONSTRUC.POSSESS CONTRAB.,08/02/2013,COLUMBIA,1200312,15Y 0M 0D
764970,06/19/1995,1ST DG MUR/PREMED. OR ATT.,10/20/1995,SARASOTA,9501588,DEATH SENTENCE
764970,06/19/1995,BURGLARY ASSAULT ANY PERSON,10/20/1995,SARASOTA,9501951,SENTENCED TO LIFE
764970,06/19/1995,SEX BAT/ WPN. OR FORCE,10/20/1995,SARASOTA,9501951,SENTENCED TO LIFE
123911,01/25/1994,1ST DG MUR/PREMED. OR ATT.,11/16/1995,PINELLAS,9402958,DEATH SENTENCE
180399,01/25/1994,1ST DG MUR/PREMED. OR ATT.,11/16/1995,PINELLAS,9402958,DEATH SENTENCE
610979,05/08/1995,1ST DG MUR/PREMED. OR ATT.,12/08/1995,PALM BEACH,9505038,SENTENCED TO LIFE
610979,05/08/1995,ROBB. GUN OR DEADLY WPN,12/08/1995,PALM BEACH,9505038,SENTENCED TO LIFE
610979,05/08/1995,"GRAND THEFT,300 L/5,000",12/08/1995,PALM BEACH,9505038,15Y 0M 0D
610979,07/08/1993,"1ST DEG MUR,COM.OF FELONY",05/29/1998,PALM BEACH,9705175,DEATH SENTENCE
610979,07/08/1993,ROBB. GUN OR DEADLY WPN,05/29/1998,PALM BEACH,9705175,SENTENCED TO LIFE
610979,07/08/1993,BURG/DWELL/OCCUP.CONVEY,05/29/1998,PALM BEACH,9705175,15Y 0M 0D
610979,07/08/1993,GRAND THEFT MOTOR VEHICLE,05/29/1998,PALM BEACH,9705175,5Y 0M 0D
124052,06/05/1994,1ST DG MUR/PREMED. OR ATT.,02/16/1996,VOLUSIA,9400723,DEATH SENTENCE
124052,06/05/1994,1ST DG MUR/PREMED. OR ATT.,02/16/1996,VOLUSIA,9400723,DEATH SENTENCE
108426,12/09/1993,1ST DG MUR/PREMED. OR ATT.,06/02/1995,DUVAL,9409776,DEATH SENTENCE
108426,12/09/1993,1ST DG MUR/PREMED. OR ATT.,06/02/1995,DUVAL,9409776,DEATH SENTENCE
108426,08/18/1993,"2ND DEG.MURD,DANGEROUS ACT",09/21/1995,DUVAL,9504995,25Y 0M 0D
108426,09/25/1989,"2ND DEG.MURD,DANGEROUS ACT",09/21/1995,DUVAL,9508789,25Y 0M 0D
108426,09/25/1989,"2ND DEG.MURD,DANGEROUS ACT",09/21/1995,DUVAL,9508789,25Y 0M 0D
709795,01/22/1995,"1ST DEG MUR,COM.OF FELONY",01/12/1996,DUVAL,9505326,DEATH SENTENCE
709795,01/22/1995,ROBB. GUN OR DEADLY WPN,01/12/1996,DUVAL,9505326,SENTENCED TO LIFE
709795,01/22/1995,KIDNAP;COMM.OR FAC.FELONY,01/12/1996,DUVAL,9505326,SENTENCED TO LIFE
709795,05/16/1994,FALS.IMPRSN-NO 787.01 INT,01/12/1996,DUVAL,9405373,5Y 0M 0D
709795,05/16/1994,AGG ASSLT-W/WPN NO INTENT TO K,01/12/1996,DUVAL,9405373,5Y 0M 0D
709795,08/11/1995,ESCAPE,02/06/1996,DUVAL,9508193,15Y 0M 0D
709795,08/11/1995,ROBB. GUN OR DEADLY WPN,02/06/1996,DUVAL,9508193,15Y 0M 0D
709795,08/11/1995,FEL/DELI W/GUN/CONC WPN/AMMO,02/06/1996,DUVAL,9508193,15Y 0M 0D
554000,06/10/1994,1ST DG MUR/PREMED. OR ATT.,04/19/1996,OKALOOSA,9401283,DEATH SENTENCE
554000,06/10/1994,"1ST DEG MUR,COM.OF FELONY",04/19/1996,OKALOOSA,9401283,DEATH SENTENCE
554000,06/10/1994,"1ST DEG MUR,COM.OF FELONY",04/19/1996,OKALOOSA,9401283,DEATH SENTENCE
554000,08/13/1995,ESCAPE(ATTEMPTED),04/19/1996,OKALOOSA,9500878,1Y 6M 0D
124283,01/30/1995,1ST DG MUR/PREMED. OR ATT.,02/23/1996,PALM BEACH,9501117,DEATH SENTENCE
124283,01/30/1995,"BURGLARY,ARMED W/EXP. OR WEAPO",02/23/1996,PALM BEACH,9501117,SENTENCED TO LIFE
124283,01/30/1995,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/23/1996,PALM BEACH,9501117,SENTENCED TO LIFE
P01395,04/01/1995,"1ST DEG MUR,COM.OF FELONY",05/23/1996,ESCAMBIA,9501943,SENTENCED TO LIFE
P01395,09/20/2011,1ST DG MUR/PREMED. OR ATT.,01/23/2014,GADSDEN,1202087,
286173,04/01/1996,"ARSON,WILLFUL DAMA.STRUCT.",08/08/1996,DUVAL,9604035,20Y 0M 0D
286173,04/01/1996,BURGUNOCCSTRUC/CV OR ATT.,08/08/1996,DUVAL,9604035,10Y 0M 0D
286173,01/08/1996,1ST DG MUR/PREMED. OR ATT.,05/17/2001,DUVAL,9901156,
286173,01/08/1996,SEX BAT/ WPN. OR FORCE,05/17/2001,DUVAL,9901156,25Y 0M 0D
721097,11/15/1995,1ST DG MUR/PREMED. OR ATT.,12/02/1996,COLLIER,9502284,DEATH SENTENCE
721097,11/15/1995,1ST DG MUR/PREMED. OR ATT.,12/02/1996,COLLIER,9502284,DEATH SENTENCE
721097,11/15/1995,1ST DG MUR/PREMED. OR ATT.,12/02/1996,COLLIER,9502284,DEATH SENTENCE
721097,11/15/1995,ROBB. NO GUN/DDLY.WPN,12/02/1996,COLLIER,9502284,15Y 0M 0D
989102,03/10/1995,1ST DG MUR/PREMED. OR ATT.,11/27/1996,LEE,9500911,DEATH SENTENCE
989102,03/10/1995,ROBB. GUN OR DEADLY WPN,11/27/1996,LEE,9500911,15Y 9M 0D
395352,08/10/1991,1ST DG MUR/PREMED. OR ATT.,08/30/2016,VOLUSIA,9106795,
395352,08/10/1991,ROBB. GUN OR DEADLY WPN,08/30/2016,VOLUSIA,9106795,30Y 0M 0D
124346,08/17/1995,"1ST DEG MUR,COM.OF FELONY",01/22/1997,SARASOTA,9502207,DEATH SENTENCE
124346,08/17/1995,"BURGLARY,ARMED W/EXP. OR WEAPO",01/22/1997,SARASOTA,9601900,SENTENCED TO LIFE
124346,08/17/1995,ROBB. GUN OR DEADLY WPN,01/22/1997,SARASOTA,9601900,SENTENCED TO LIFE
122651,07/29/1990,1ST DG MUR/PREMED. OR ATT.,02/07/1997,BROWARD,9015905,DEATH SENTENCE
122651,07/29/1990,ROBB. GUN OR DEADLY WPN,02/07/1997,BROWARD,9015905,SENTENCED TO LIFE
122651,07/29/1990,SEX BAT/ WPN. OR FORCE(ATTEMPTED),02/07/1997,BROWARD,9015905,15Y 0M 0D
122651,07/29/1990,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),02/07/1997,BROWARD,9015905,30Y 0M 0D
375690,04/20/1996,1ST DG MUR/PREMED. OR ATT.,03/10/1997,HILLSBOROUGH,9605875,SENTENCED TO LIFE
375690,04/20/1996,ROBB. GUN OR DEADLY WPN,03/10/1997,HILLSBOROUGH,9605875,6Y 8M 0D
375690,05/17/2011,1ST DG MUR/PREMED. OR ATT.,06/05/2013,BRADFORD,1100498,DEATH SENTENCE
391485,02/25/1996,"1ST DEG MUR,COM.OF FELONY",04/04/1997,DUVAL,9602645,DEATH SENTENCE
391485,02/25/1996,AGGRAVATED CHILD ABUSE,04/04/1997,DUVAL,9602645,9Y 0M 0D
X06883,11/07/1996,"CARJACK W/FA,DEADLY WEAPON",04/04/1997,ORANGE,9613626,10Y 6M 5D
X06883,11/07/1996,ROBB. NO GUN/DDLY.WPN,04/04/1997,ORANGE,9613626,10Y 6M 5D
X06883,11/07/1996,AGG BATTERY/W/DEADLY WEAPON,04/04/1997,ORANGE,9613626,10Y 6M 5D
X06883,10/29/1996,1ST DG MUR/PREMED. OR ATT.,12/18/1998,ORANGE,9707497,
X06883,10/29/1996,SEX BAT/ WPN. OR FORCE,12/18/1998,ORANGE,9707497,21Y 4M 15D
124400,11/05/1995,"1ST DEG MUR,COM.OF FELONY",07/11/1997,HILLSBOROUGH,9515314,DEATH SENTENCE
124400,11/05/1995,ROBB. GUN OR DEADLY WPN,07/11/1997,HILLSBOROUGH,9515314,SENTENCED TO LIFE
124400,11/05/1995,GRAND THEFT MOTOR VEHICLE,07/11/1997,HILLSBOROUGH,9515314,5Y 0M 0D
124439,06/13/1996,"1ST DEG MUR,COM.OF FELONY",11/24/1997,ESCAMBIA,9602517,DEATH SENTENCE
124439,06/13/1996,ROBB. GUN OR DEADLY WPN,11/24/1997,ESCAMBIA,9602517,SENTENCED TO LIFE
124439,06/13/1996,SEX BAT/ WPN. OR FORCE,11/24/1997,ESCAMBIA,9602517,SENTENCED TO LIFE
124439,06/13/1996,"1ST DEG MUR,COM.OF FELONY",12/04/1997,OKALOOSA,9600904,SENTENCED TO LIFE
124460,10/15/1995,1ST DG MUR/PREMED. OR ATT.,01/30/1998,OSCEOLA,9502078,DEATH SENTENCE
071588,12/02/1995,1ST DG MUR/PREMED. OR ATT.,02/20/1998,PINELLAS,9520270,DEATH SENTENCE
124493,01/31/1997,ROBB. GUN OR DEADLY WPN,02/17/1998,DUVAL,9709218,SENTENCED TO LIFE
124493,01/31/1997,ROBB. GUN OR DEADLY WPN,02/17/1998,DUVAL,9709218,SENTENCED TO LIFE
124493,01/31/1997,ROBB. GUN OR DEADLY WPN,02/17/1998,DUVAL,9709218,SENTENCED TO LIFE
124493,01/31/1997,ROBB. GUN OR DEADLY WPN,02/17/1998,DUVAL,9709218,SENTENCED TO LIFE
124493,12/03/1996,ROBB. GUN OR DEADLY WPN,02/17/1998,DUVAL,9709219,SENTENCED TO LIFE
124493,12/03/1996,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",02/17/1998,DUVAL,9709219,SENTENCED TO LIFE
124493,06/18/1996,"1ST DEG MUR,COM.OF FELONY",02/27/1998,DUVAL,9801998,SENTENCED TO LIFE
124493,06/02/1997,1ST DG MUR/PREMED. OR ATT.,04/07/1998,DUVAL,9709232,DEATH SENTENCE
124493,06/02/1997,KIDNAP;HOLD RANSOM OR HOST.,04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN,04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN,04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN,04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN,04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN(ATTEMPTED),04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,ROBB. GUN OR DEADLY WPN(ATTEMPTED),04/07/1998,DUVAL,9709232,SENTENCED TO LIFE
124493,06/02/1997,BURGLARY ASSAULT ANY PERSON,04/07/1998,DUVAL,9709232,15Y 0M 0D
124493,06/02/1997,AGG BATTERY/W/DEADLY WEAPON,04/07/1998,DUVAL,9709232,15Y 0M 0D
356054,08/24/1995,1ST DG MUR/PREMED. OR ATT.,05/22/1998,POLK,9504842,DEATH SENTENCE
356054,08/24/1995,ROBB. GUN OR DEADLY WPN,05/27/1998,POLK,9504842,15Y 0M 0D
356054,08/24/1995,GRAND THEFT MOTOR VEHICLE,05/27/1998,POLK,9504842,5Y 0M 0D
066600,11/07/1995,"1ST DEG MUR,COM.OF FELONY",06/25/1998,CLAY,9601277,DEATH SENTENCE
066600,11/07/1995,"BURGLARY,ARMED W/EXP. OR WEAPO",06/25/1998,CLAY,9601277,30Y 0M 0D
066600,09/01/1995,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),06/25/1998,CLAY,9601277,30Y 0M 0D
Y01561,04/30/1996,1ST DG MUR/PREMED. OR ATT.,06/17/1998,LEE,9601362,DEATH SENTENCE
Y01561,04/19/1996,"ARSON,WILLFUL DAMA.STRUCT.",02/05/1999,LEE,9601361,4Y 0M 0D
Y01561,04/26/1996,ROBB. GUN OR DEADLY WPN,02/05/1999,LEE,9601361,4Y 0M 0D
Y01561,05/03/1996,ROBB. GUN OR DEADLY WPN,02/05/1999,LEE,9601361,4Y 0M 0D
Y01561,06/18/2000,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),06/04/2002,LEE,0002609,7Y 0M 0D
J08118,03/06/1997,"1ST DEG MUR,COM.OF FELONY",07/24/1998,DUVAL,9706680,DEATH SENTENCE
J08118,03/06/1997,AGG BATTERY/W/DEADLY WEAPON,07/24/1998,DUVAL,9706680,25Y 0M 0D
M16320,05/25/1995,"1ST DEG MUR,COM.OF FELONY",07/17/1998,MIAMI-DADE,9517381,
M16320,05/24/1995,"1ST DEG MUR,COM.OF FELONY",07/17/1998,MIAMI-DADE,9517381,
M16320,10/01/1994,CONS.TO VIO.RACKTEERING LAW(CONSPIRACY TO COMMIT),07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16320,10/01/1994,ACQUIRE PROP. F/RACKETEERING,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16320,05/24/1995,KIDNAP;COMM.OR FAC.FELONY,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16320,05/24/1995,KIDNAP;COMM.OR FAC.FELONY,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16320,05/24/1995,EXTORTION(ATTEMPTED),07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16320,05/20/1995,GRAND THEFT MOTOR VEHICLE,07/17/1998,MIAMI-DADE,9517381,5Y 0M 0D
M16320,11/15/1994,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16320,11/15/1994,KIDNAP;COMM.OR FAC.FELONY,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16320,11/15/1994,ROBB. GUN OR DEADLY WPN,07/17/1998,MIAMI-DADE,9517381,SENTENCED TO LIFE
M16320,11/15/1994,BURG/DWELL/OCCUP.CONVEY,07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16320,11/15/1994,"GRAND THEFT O/20,000 L/$100,00",07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16320,12/14/1995,ARSON WILLFUL DAMA.DWELLING,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16320,11/15/1994,EXTORTION,07/17/1998,MIAMI-DADE,9517381,30Y 0M 0D
M16320,01/01/1995,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),07/17/1998,MIAMI-DADE,9517381,15Y 0M 0D
M16321,05/25/1995,"1ST DEG MUR,COM.OF FELONY",07/17/1998,MIAMI-DADE,9517381,
M16321,05/24/1995,"1ST DEG MUR,COM.OF FELONY",07/17/1998,MIAMI-DADE,9517381,
